age,salary,rupiah_salary_month,education,dependents,house_ownership,expenses,rupiah_expenses,savings,rupiah_savings,employment_status,vehicle_ownership,area,investment,rupiah_investment,debt,rupiah_debt
44,21.63," Rp21,630,000 ",SHS,0,Leased,20.36," Rp20,360,000 ",36.67," Rp36,670,000 ",Employment,Motorcycle,Urban,21.05," Rp21,050,000 ",5.01," Rp5,010,000.00 "
33,2.72," Rp2,720,000 ",ES,1,Owned,1.49," Rp1,490,000 ",26.44," Rp26,440,000 ",Unemployment,No Vehicle,Rural,0.00, Rp-   ,4.32," Rp4,320,000.00 "
55,8.91," Rp8,910,000 ",Bachelor,1,Leased,5.22," Rp5,217,011 ",15.21," Rp15,210,000 ",Retired,Motorcycle,Urban,5.99," Rp5,990,000 ",3.92," Rp3,921,382.74 "
24,4.37," Rp4,370,000 ",SHS,2,Owned,4.58," Rp4,580,000 ",7.9," Rp7,900,000 ",Self-Employment,Motorcycle,Suburban,1.66," Rp1,660,000 ",0.4," Rp400,000.00 "
61,1.2," Rp1,200,000 ",JHS,2,Contract,0.41," Rp410,000 ",60.37," Rp60,370,000 ",Employment,Motorcycle,Rural,2.83," Rp2,830,000 ",2.85," Rp2,850,000.00 "
40,8.2," Rp8,200,000 ",SHS,4,Owned,2.63," Rp2,630,000 ",1.17," Rp1,170,000 ",Retired,Motorcycle,Urban,12.17," Rp12,170,000 ",2.47," Rp2,470,000.00 "
58,1.92," Rp1,920,000 ",Master,3,Owned,0.97," Rp970,000 ",44.98," Rp44,980,000 ",Employment,Motorcycle and Car,Rural,0.5," Rp500,000 ",0.52," Rp520,000.00 "
28,5.99," Rp5,990,000 ",Diploma,2,Owned,5.49," Rp5,490,000 ",14.12," Rp14,120,000 ",Self-Employment,No Vehicle,Suburban,9.3," Rp9,300,000 ",2.17," Rp2,170,000.00 "
59,45.12," Rp45,120,000 ",SHS,2,Owned,0.74," Rp740,000 ",27.63," Rp27,630,000 ",Retired,Car,Suburban,2.57," Rp2,570,000 ",9.08," Rp9,080,000.00 "
50,15.67," Rp15,670,000 ",Bachelor,4,Owned,16.88," Rp16,880,000 ",8.13," Rp8,130,000 ",Retired,Car,Suburban,2.51," Rp2,510,000 ",11.3," Rp11,300,000.00 "
67,2.72," Rp2,720,000 ",Bachelor,0,Owned,1.68," Rp1,680,000 ",9.7," Rp9,700,000 ",Unemployment,Motorcycle,Suburban,5.46," Rp5,460,000 ",1.44," Rp1,440,000.00 "
53,2.28," Rp2,280,000 ",Bachelor,3,Leased,1.27," Rp1,270,000 ",4.23," Rp4,230,000 ",Self-Employment,Car,Suburban,6.02," Rp6,020,000 ",1.68," Rp1,680,000.00 "
54,1.69," Rp1,690,000 ",JHS,2,Owned,0.86," Rp860,000 ",61.73," Rp61,730,000 ",Self-Employment,Motorcycle,Urban,10.47," Rp10,470,000 ",1.68," Rp1,680,000.00 "
58,15.59," Rp15,590,000 ",Bachelor,0,Leased,12.73," Rp12,730,000 ",0.89," Rp890,000 ",Unemployment,No Vehicle,Urban,1.62," Rp1,620,000 ",4.92," Rp4,920,000.00 "
34,7.22," Rp7,220,000 ",SHS,2,Leased,7.90," Rp7,898,461 ",9.78," Rp9,780,000 ",Retired,No Vehicle,Suburban,4.21," Rp4,210,000 ",2.34," Rp2,340,000.00 "
52,7.77," Rp7,770,000 ",Master,3,Owned,5.17," Rp5,170,000 ",8.15," Rp8,150,000 ",Unemployment,No Vehicle,Suburban,1.76," Rp1,760,000 ",5.54," Rp5,540,000.00 "
65,4.46," Rp4,460,000 ",SHS,3,Owned,2.35," Rp2,350,000 ",33.54," Rp33,540,000 ",Self-Employment,Car,Rural,7.56," Rp7,560,000 ",0.03," Rp30,000.00 "
22,4.22," Rp4,220,000 ",Master,2,Owned,2.86," Rp2,860,000 ",6.73," Rp6,730,463 ",Self-Employment,Motorcycle and Car,Rural,2.14," Rp2,140,000 ",4.79," Rp4,790,000.00 "
65,1.58," Rp1,580,000 ",Master,3,Owned,5.75," Rp5,748,029 ",3.71," Rp3,710,000 ",Employment,Motorcycle,Urban,21.2," Rp21,200,000 ",2.43," Rp2,430,000.00 "
49,5.1," Rp5,100,000 ",JHS,3,Owned,3.07," Rp3,070,000 ",14.23," Rp14,230,000 ",Unemployment,Motorcycle,Rural,0.00, Rp-   ,4.94," Rp4,940,000.00 "
20,2.42," Rp2,420,000 ",Master,1,Owned,2.15," Rp2,150,000 ",5.38," Rp5,380,000 ",Retired,Motorcycle,Urban,8.37," Rp8,370,000 ",12.38," Rp12,380,000.00 "
69,19.89," Rp19,890,000 ",ES,2,Contract,11.87," Rp11,870,000 ",0.35," Rp350,000 ",Employment,Motorcycle,Suburban,12.28," Rp12,280,000 ",16.4," Rp16,400,000.00 "
64,8.96," Rp8,960,000 ",JHS,1,Owned,8.13," Rp8,130,000 ",15.73," Rp15,730,000 ",Employment,Motorcycle,Urban,22.73," Rp22,730,000 ",4.0," Rp4,000,000.00 "
52,3.66," Rp3,660,000 ",Bachelor,1,Contract,4.0," Rp4,000,000 ",8.94," Rp8,940,000 ",Unemployment,Car,Urban,2.82," Rp2,820,000 ",3.69," Rp3,685,882.49 "
69,1.82," Rp1,820,000 ",Doctoral,1,Leased,1.53," Rp1,530,000 ",5.46," Rp5,460,000 ",Unemployment,Motorcycle,Urban,11.33," Rp11,330,000 ",13.04," Rp13,040,000.00 "
31,8.69," Rp8,690,000 ",SHS,1,Contract,10.02," Rp10,020,000 ",3.78," Rp3,780,000 ",Employment,Motorcycle,Urban,12.37," Rp12,370,000 ",3.27," Rp3,270,000.00 "
65,1.65," Rp1,650,000 ",Diploma,2,Leased,1.39," Rp1,390,000 ",12.09," Rp12,090,000 ",Employment,Motorcycle,Rural,8.56," Rp8,560,000 ",2.24," Rp2,240,000.00 "
48,2.05," Rp2,050,000 ",Diploma,0,Owned,2.41," Rp2,410,000 ",40.75," Rp40,750,000 ",Employment,Motorcycle,Suburban,19.05," Rp19,050,000 ",0.77," Rp770,000.00 "
48,2.19," Rp2,190,000 ",Master,1,Owned,2.08," Rp2,080,000 ",28.39," Rp28,390,000 ",Unemployment,Motorcycle,Urban,6.11," Rp6,110,000 ",12.25," Rp12,250,000.00 "
34,5.07," Rp5,070,000 ",Bachelor,5,Leased,4.5," Rp4,500,000 ",0.09," Rp90,000 ",Retired,Car,Suburban,12.54," Rp12,540,000 ",16.85," Rp16,850,000.00 "
41,8.73," Rp8,730,000 ",JHS,2,Leased,9.14," Rp9,140,000 ",26.27," Rp26,270,000 ",Self-Employment,No Vehicle,Urban,2.03," Rp2,030,000 ",16.56," Rp16,560,000.00 "
69,2.89," Rp2,890,000 ",SHS,1,Contract,0.9," Rp900,000 ",1.51," Rp1,510,000 ",Employment,Car,Urban,35.04," Rp35,040,000 ",3.12," Rp3,120,000.00 "
40,1.44," Rp1,440,000 ",ES,3,Leased,0.77," Rp770,000 ",15.88," Rp15,880,000 ",Student,Motorcycle,Rural,9.55," Rp9,550,000 ",9.55," Rp9,550,000.00 "
35,31.81," Rp31,810,000 ",Diploma,1,Leased,5.17," Rp5,169,511 ",30.29," Rp30,290,000 ",Self-Employment,Motorcycle,Suburban,13.27," Rp13,270,000 ",6.06," Rp6,060,000.00 "
67,7.89," Rp7,890,000 ",JHS,3,Contract,3.15," Rp3,150,000 ",12.08," Rp12,080,000 ",Self-Employment,Car,Rural,3.58," Rp3,580,000 ",3.16," Rp3,160,000.00 "
31,46.39," Rp46,390,000 ",SHS,1,Owned,2.57," Rp2,570,000 ",9.45," Rp9,450,000 ",Self-Employment,Motorcycle,Suburban,5.53," Rp5,530,000 ",8.85," Rp8,850,000.00 "
67,2.24," Rp2,240,000 ",Bachelor,1,Owned,0.94," Rp940,000 ",56.09," Rp56,090,000 ",Self-Employment,No Vehicle,Urban,1.95," Rp1,950,000 ",3.17," Rp3,170,000.00 "
32,15.71," Rp15,710,000 ",SHS,3,Contract,8.43," Rp8,430,000 ",9.58," Rp9,584,672 ",Unemployment,Motorcycle and Car,Rural,30.12," Rp30,120,000 ",3.56," Rp3,559,043.41 "
32,16.41," Rp16,410,000 ",Diploma,2,Leased,9.87," Rp9,870,000 ",2.24," Rp2,240,000 ",Retired,Motorcycle,Suburban,23.62," Rp23,620,000 ",15.36," Rp15,360,000.00 "
23,24.26," Rp24,260,000 ",SHS,2,Owned,20.92," Rp20,920,000 ",40.85," Rp40,850,000 ",Employment,No Vehicle,Urban,0.00, Rp-   ,5.43," Rp5,430,000.00 "
44,9.24," Rp9,240,000 ",ES,2,Leased,6.39," Rp6,391,823 ",43.47," Rp43,470,000 ",Employment,Motorcycle,Urban,2.81," Rp2,810,000 ",13.66," Rp13,660,000.00 "
32,2.04," Rp2,040,000 ",SHS,0,Contract,1.72," Rp1,720,000 ",9.33," Rp9,330,000 ",Self-Employment,Motorcycle,Suburban,7.59," Rp7,590,000 ",3.82," Rp3,820,000.00 "
67,2.19," Rp2,190,000 ",SHS,0,Parents,2.13," Rp2,130,000 ",15.54," Rp15,540,000 ",Unemployment,Motorcycle and Car,Suburban,0.00, Rp-   ,1.29," Rp1,290,000.00 "
53,3.08," Rp3,080,000 ",Bachelor,1,Contract,2.04," Rp2,040,000 ",3.59," Rp3,590,000 ",Student,Motorcycle,Suburban,8.78," Rp8,780,000 ",4.16," Rp4,160,000.00 "
25,2.91," Rp2,910,000 ",Bachelor,3,Owned,3.48," Rp3,480,000 ",43.13," Rp43,130,000 ",Employment,No Vehicle,Urban,3.09," Rp3,090,000 ",3.95," Rp3,950,000.00 "
32,16.68," Rp16,680,000 ",SHS,3,Contract,7.56," Rp7,560,000 ",12.66," Rp12,660,000 ",Unemployment,Motorcycle,Urban,10.25," Rp10,250,000 ",1.52," Rp1,520,000.00 "
20,35.27," Rp35,270,000 ",Bachelor,1,Parents,5.79," Rp5,790,000 ",16.61," Rp16,610,000 ",Self-Employment,Motorcycle,Suburban,0.82," Rp820,000 ",5.79," Rp5,790,000.00 "
64,7.44," Rp7,440,000 ",Bachelor,1,Leased,7.8," Rp7,800,000 ",2.51," Rp2,510,000 ",Self-Employment,Car,Suburban,1.78," Rp1,780,000 ",0.84," Rp840,000.00 "
30,40.55," Rp40,550,000 ",Bachelor,1,Owned,1.06," Rp1,060,000 ",19.08," Rp19,080,000 ",Student,No Vehicle,Rural,7.5," Rp7,500,000 ",3.33," Rp3,330,000.00 "
58,46.56," Rp46,560,000 ",Master,0,Contract,12.69," Rp12,690,000 ",23.8," Rp23,800,000 ",Self-Employment,Motorcycle,Suburban,11.87," Rp11,870,000 ",2.25," Rp2,249,407.18 "
51,9.8," Rp9,800,000 ",Bachelor,3,Leased,6.15," Rp6,150,000 ",6.98," Rp6,980,000 ",Unemployment,Motorcycle,Urban,8.77," Rp8,770,000 ",19.55," Rp19,550,000.00 "
41,1.89," Rp1,890,000 ",SHS,1,Owned,0.87," Rp870,000 ",45.3," Rp45,300,000 ",Student,Motorcycle,Urban,3.75," Rp3,750,000 ",1.12," Rp1,120,000.00 "
57,11.25," Rp11,250,000 ",Bachelor,4,Parents,7.46," Rp7,460,000 ",4.56," Rp4,560,000 ",Unemployment,Motorcycle,Urban,8.73," Rp8,730,000 ",14.88," Rp14,880,000.00 "
49,2.59," Rp2,590,000 ",SHS,5,Parents,2.61," Rp2,610,000 ",45.53," Rp45,530,000 ",Unemployment,Motorcycle,Urban,3.21," Rp3,210,000 ",13.25," Rp13,250,000.00 "
49,1.42," Rp1,420,000 ",SHS,1,Owned,0.57," Rp570,000 ",24.3," Rp24,300,000 ",Student,No Vehicle,Suburban,31.95," Rp31,950,000 ",2.2," Rp2,200,000.00 "
47,6.35," Rp6,350,000 ",SHS,4,Owned,4.85," Rp4,850,000 ",35.54," Rp35,540,000 ",Retired,Motorcycle,Suburban,1.76," Rp1,760,000 ",2.45," Rp2,449,665.26 "
69,6.3," Rp6,300,000 ",JHS,3,Parents,6.09," Rp6,090,000 ",24.02," Rp24,020,000 ",Retired,Motorcycle and Car,Rural,0.00, Rp-   ,6.55," Rp6,550,000.00 "
66,1.5," Rp1,500,000 ",Bachelor,3,Contract,1.46," Rp1,460,000 ",11.19," Rp11,190,000 ",Unemployment,No Vehicle,Suburban,6.16," Rp6,160,000 ",0.86," Rp860,000.00 "
30,2.92," Rp2,920,000 ",JHS,0,Contract,1.9," Rp1,900,000 ",8.06," Rp8,060,000 ",Retired,Motorcycle,Urban,4.22," Rp4,220,000 ",5.08," Rp5,080,000.00 "
18,25.68," Rp25,680,000 ",ES,4,Contract,18.48," Rp18,480,000 ",26.49," Rp26,490,000 ",Self-Employment,Motorcycle,Rural,6.83," Rp6,830,000 ",1.11," Rp1,110,000.00 "
51,6.67," Rp6,670,000 ",Bachelor,6,Owned,7.14," Rp7,140,000 ",7.08," Rp7,080,000 ",Student,No Vehicle,Rural,1.27," Rp1,270,000 ",0.11," Rp110,000.00 "
32,7.55," Rp7,550,000 ",Master,1,Parents,3.68," Rp3,680,000 ",1.28," Rp1,280,000 ",Retired,Motorcycle,Suburban,5.61," Rp5,610,000 ",0.18," Rp180,000.00 "
61,2.2," Rp2,200,000 ",Diploma,3,Owned,2.63," Rp2,630,000 ",5.67," Rp5,670,000 ",Self-Employment,No Vehicle,Suburban,22.93," Rp22,930,000 ",5.11," Rp5,110,000.00 "
31,1.41," Rp1,410,000 ",Bachelor,0,Owned,0.96," Rp960,000 ",28.15," Rp28,150,000 ",Unemployment,Motorcycle,Suburban,1.66," Rp1,660,000 ",8.82," Rp8,820,000.00 "
46,2.62," Rp2,620,000 ",JHS,1,Owned,1.44," Rp1,440,000 ",31.52," Rp31,520,000 ",Employment,Motorcycle,Rural,8.24," Rp8,240,000 ",10.19," Rp10,190,000.00 "
51,2.43," Rp2,430,000 ",Bachelor,3,Parents,0.73," Rp730,000 ",6.48," Rp6,480,000 ",Employment,Motorcycle,Urban,15.18," Rp15,180,000 ",4.83," Rp4,830,000.00 "
35,2.34," Rp2,340,000 ",SHS,2,Leased,0.97," Rp970,000 ",7.95," Rp7,950,000 ",Retired,Motorcycle,Rural,17.13," Rp17,130,000 ",2.06," Rp2,060,000.00 "
24,2.07," Rp2,070,000 ",ES,4,Owned,2.03," Rp2,030,000 ",15.94," Rp15,940,000 ",Employment,Motorcycle and Car,Rural,1.9," Rp1,900,000 ",3.84," Rp3,836,258.64 "
46,5.28," Rp5,280,000 ",JHS,1,Contract,4.67," Rp4,670,000 ",6.08," Rp6,080,000 ",Retired,Motorcycle,Urban,13.46," Rp13,460,000 ",2.53," Rp2,532,026.22 "
48,2.99," Rp2,990,000 ",SHS,1,Owned,1.56," Rp1,560,000 ",18.64," Rp18,640,000 ",Self-Employment,Car,Suburban,0.00, Rp-   ,4.83," Rp4,830,000.00 "
42,9.58," Rp9,580,000 ",Bachelor,5,Leased,10.87," Rp10,870,000 ",6.63," Rp6,630,000 ",Retired,Motorcycle,Urban,7.91," Rp7,910,000 ",1.35," Rp1,350,000.00 "
55,2.02," Rp2,020,000 ",SHS,1,Leased,2.13," Rp2,130,000 ",2.58," Rp2,580,000 ",Employment,Car,Suburban,5.5," Rp5,500,000 ",4.72," Rp4,720,000.00 "
31,4.12," Rp4,120,000 ",ES,0,Leased,2.23," Rp2,230,000 ",3.36," Rp3,360,000 ",Unemployment,No Vehicle,Rural,0.64," Rp640,000 ",2.67," Rp2,670,000.00 "
25,1.07," Rp1,070,000 ",JHS,2,Owned,0.64," Rp640,000 ",5.77," Rp5,770,000 ",Student,Motorcycle,Suburban,0.08," Rp80,000 ",2.38," Rp2,378,128.28 "
44,4.29," Rp4,290,000 ",SHS,1,Leased,2.0," Rp2,000,000 ",3.68," Rp3,680,000 ",Retired,Car,Urban,8.74," Rp8,740,000 ",5.93," Rp5,930,000.00 "
19,1.29," Rp1,290,000 ",Doctoral,5,Owned,1.13," Rp1,130,000 ",73.26," Rp73,260,000 ",Self-Employment,Motorcycle,Suburban,0.00, Rp-   ,5.34," Rp5,340,000.00 "
34,20.02," Rp20,020,000 ",JHS,2,Leased,18.64," Rp18,640,000 ",21.48," Rp21,480,000 ",Employment,Motorcycle and Car,Urban,3.29," Rp3,290,000 ",3.94," Rp3,938,565.77 "
54,8.82," Rp8,820,000 ",JHS,5,Parents,5.79," Rp5,790,000 ",3.95," Rp3,950,000 ",Unemployment,Motorcycle,Rural,1.21," Rp1,210,000 ",0.01," Rp10,000.00 "
31,4.37," Rp4,370,000 ",Bachelor,4,Owned,4.21," Rp4,210,000 ",11.03," Rp11,030,000 ",Unemployment,Motorcycle,Suburban,27.0," Rp27,000,000 ",9.65," Rp9,650,000.00 "
42,1.45," Rp1,450,000 ",Bachelor,2,Contract,1.73," Rp1,730,000 ",6.27," Rp6,270,000 ",Self-Employment,No Vehicle,Rural,2.02," Rp2,020,000 ",6.01," Rp6,010,000.00 "
47,5.49," Rp5,490,000 ",SHS,1,Leased,4.67," Rp4,670,000 ",9.47," Rp9,472,759 ",Employment,No Vehicle,Urban,10.84," Rp10,840,000 ",11.14," Rp11,140,000.00 "
46,8.11," Rp8,110,000 ",Bachelor,2,Parents,7.17," Rp7,170,000 ",40.39," Rp40,390,000 ",Unemployment,Motorcycle,Urban,0.4," Rp400,000 ",1.57," Rp1,570,000.00 "
37,2.06," Rp2,060,000 ",SHS,2,Parents,1.31," Rp1,310,000 ",10.24," Rp10,240,000 ",Employment,Motorcycle,Rural,10.72," Rp10,720,000 ",21.6," Rp21,600,000.00 "
38,5.2," Rp5,200,000 ",JHS,4,Owned,1.61," Rp1,610,000 ",11.2," Rp11,200,000 ",Unemployment,Motorcycle,Rural,10.6," Rp10,600,000 ",2.84," Rp2,840,000.00 "
39,9.42," Rp9,420,000 ",SHS,1,Leased,10.91," Rp10,910,000 ",10.17," Rp10,170,000 ",Unemployment,Motorcycle,Urban,0.00, Rp-   ,12.41," Rp12,410,000.00 "
52,8.31," Rp8,310,000 ",Diploma,0,Parents,5.38," Rp5,380,939 ",11.93," Rp11,930,000 ",Retired,Car,Rural,8.97," Rp8,970,000 ",3.12," Rp3,119,421.53 "
54,9.12," Rp9,120,000 ",SHS,4,Owned,8.45," Rp8,450,000 ",0.73," Rp730,000 ",Student,No Vehicle,Rural,0.26," Rp260,000 ",1.61," Rp1,610,000.00 "
33,11.57," Rp11,570,000 ",Bachelor,1,Parents,3.78," Rp3,780,000 ",7.84," Rp7,840,798 ",Retired,Motorcycle,Suburban,0.00, Rp-   ,2.04," Rp2,040,000.00 "
67,14.88," Rp14,880,000 ",JHS,4,Leased,14.63," Rp14,630,000 ",60.75," Rp60,750,000 ",Self-Employment,Car,Rural,1.04," Rp1,040,000 ",5.02," Rp5,020,000.00 "
66,3.6," Rp3,600,000 ",Bachelor,1,Parents,3.25," Rp3,250,000 ",30.77," Rp30,770,000 ",Student,No Vehicle,Urban,2.74," Rp2,740,000 ",5.69," Rp5,690,000.00 "
60,5.21," Rp5,210,000 ",SHS,5,Owned,4.23," Rp4,230,000 ",39.52," Rp39,520,000 ",Employment,No Vehicle,Urban,13.6," Rp13,600,000 ",4.0," Rp4,000,000.00 "
34,8.82," Rp8,820,000 ",SHS,1,Owned,7.6," Rp7,600,000 ",5.2," Rp5,200,000 ",Self-Employment,Motorcycle,Suburban,12.12," Rp12,120,000 ",14.78," Rp14,780,000.00 "
33,6.97," Rp6,970,000 ",Diploma,1,Contract,7.85," Rp7,850,000 ",18.69," Rp18,690,000 ",Employment,Car,Rural,12.79," Rp12,790,000 ",5.31," Rp5,310,000.00 "
19,28.04," Rp28,040,000 ",Diploma,0,Owned,8.58," Rp8,580,000 ",44.69," Rp44,690,000 ",Retired,Motorcycle,Suburban,5.44," Rp5,440,000 ",0.9," Rp900,000.00 "
21,1.07," Rp1,070,000 ",JHS,1,Owned,0.47," Rp470,000 ",1.42," Rp1,420,000 ",Retired,Motorcycle,Urban,4.81," Rp4,810,000 ",0.27," Rp270,000.00 "
38,3.19," Rp3,190,000 ",Bachelor,4,Leased,3.53," Rp3,530,000 ",41.95," Rp41,950,000 ",Retired,Motorcycle and Car,Suburban,8.88," Rp8,880,000 ",8.78," Rp8,780,000.00 "
56,2.65," Rp2,650,000 ",Bachelor,3,Owned,0.81," Rp810,000 ",1.33," Rp1,330,000 ",Retired,Motorcycle,Urban,3.18," Rp3,180,000 ",3.45," Rp3,454,332.11 "
51,2.52," Rp2,520,000 ",JHS,3,Leased,2.81," Rp2,810,000 ",81.57," Rp81,570,000 ",Unemployment,Motorcycle and Car,Suburban,0.00, Rp-   ,18.82," Rp18,820,000.00 "
47,43.34," Rp43,340,000 ",Bachelor,2,Parents,0.74," Rp740,000 ",1.75," Rp1,750,000 ",Unemployment,No Vehicle,Suburban,1.73," Rp1,730,000 ",6.6," Rp6,600,000.00 "
23,7.17," Rp7,170,000 ",Diploma,3,Leased,7.18," Rp7,180,000 ",9.18," Rp9,180,000 ",Retired,Motorcycle,Suburban,4.86," Rp4,860,000 ",1.74," Rp1,740,000.00 "
34,1.44," Rp1,440,000 ",SHS,2,Contract,1.59," Rp1,590,000 ",1.12," Rp1,120,000 ",Self-Employment,Car,Urban,22.75," Rp22,750,000 ",15.15," Rp15,150,000.00 "
56,7.77," Rp7,770,000 ",JHS,1,Contract,6.61," Rp6,610,000 ",1.17," Rp1,170,000 ",Employment,No Vehicle,Rural,25.86," Rp25,860,000 ",0.31," Rp310,000.00 "
42,6.91," Rp6,910,000 ",Bachelor,5,Owned,6.06," Rp6,060,000 ",40.24," Rp40,240,000 ",Employment,No Vehicle,Rural,22.3," Rp22,300,000 ",3.47," Rp3,470,000.00 "
22,2.44," Rp2,440,000 ",JHS,1,Owned,0.84," Rp840,000 ",1.31," Rp1,310,000 ",Employment,Motorcycle,Urban,2.28," Rp2,280,000 ",0.89," Rp890,000.00 "
22,2.46," Rp2,460,000 ",SHS,1,Contract,1.2," Rp1,200,000 ",31.46," Rp31,460,000 ",Self-Employment,Motorcycle and Car,Rural,9.01," Rp9,010,000 ",12.89," Rp12,890,000.00 "
37,5.96," Rp5,960,000 ",SHS,1,Leased,6.61," Rp6,610,000 ",47.48," Rp47,480,000 ",Self-Employment,No Vehicle,Suburban,10.52," Rp10,520,000 ",0.17," Rp170,000.00 "
33,8.18," Rp8,180,000 ",Bachelor,0,Parents,8.52," Rp8,520,000 ",54.68," Rp54,680,000 ",Self-Employment,Motorcycle and Car,Suburban,6.19," Rp6,190,000 ",6.62," Rp6,620,000.00 "
68,11.46," Rp11,460,000 ",Bachelor,2,Parents,4.05," Rp4,050,000 ",39.91," Rp39,910,000 ",Employment,Motorcycle,Urban,8.45," Rp8,450,000 ",9.91," Rp9,910,000.00 "
58,10.56," Rp10,560,000 ",Bachelor,6,Contract,10.89," Rp10,890,000 ",7.07," Rp7,069,182 ",Unemployment,Motorcycle,Rural,1.34," Rp1,340,000 ",1.63," Rp1,630,000.00 "
54,17.75," Rp17,750,000 ",SHS,2,Contract,12.09," Rp12,090,000 ",8.24," Rp8,244,846 ",Self-Employment,No Vehicle,Rural,22.93," Rp22,930,000 ",6.53," Rp6,530,000.00 "
57,5.35," Rp5,350,000 ",SHS,2,Contract,4.3," Rp4,300,000 ",8.82," Rp8,823,714 ",Unemployment,Motorcycle,Suburban,1.45," Rp1,450,000 ",0.46," Rp460,000.00 "
26,12.97," Rp12,970,000 ",Bachelor,2,Owned,5.16," Rp5,160,000 ",0.41," Rp410,000 ",Unemployment,Motorcycle,Urban,18.0," Rp18,000,000 ",0.87," Rp870,000.00 "
22,9.26," Rp9,260,000 ",Diploma,2,Contract,6.1," Rp6,100,000 ",3.64," Rp3,640,000 ",Student,Car,Suburban,0.54," Rp540,000 ",3.62," Rp3,618,268.95 "
59,12.25," Rp12,250,000 ",SHS,5,Contract,8.47," Rp8,470,000 ",1.69," Rp1,690,000 ",Unemployment,Motorcycle,Urban,5.14," Rp5,140,000 ",1.28," Rp1,280,000.00 "
19,1.06," Rp1,060,000 ",SHS,0,Leased,0.96," Rp960,000 ",27.25," Rp27,250,000 ",Unemployment,Motorcycle and Car,Suburban,2.17," Rp2,170,000 ",1.72," Rp1,720,000.00 "
26,17.89," Rp17,890,000 ",SHS,1,Parents,15.95," Rp15,950,000 ",1.82," Rp1,820,000 ",Student,No Vehicle,Suburban,1.73," Rp1,730,000 ",11.19," Rp11,190,000.00 "
60,4.21," Rp4,210,000 ",Diploma,2,Leased,3.34," Rp3,340,000 ",6.93," Rp6,930,000 ",Unemployment,Motorcycle and Car,Urban,11.21," Rp11,210,000 ",1.73," Rp1,730,000.00 "
53,9.0," Rp9,000,000 ",SHS,3,Owned,2.95," Rp2,950,000 ",20.33," Rp20,330,000 ",Retired,Motorcycle,Urban,21.92," Rp21,920,000 ",3.63," Rp3,630,000.00 "
39,1.68," Rp1,680,000 ",Bachelor,1,Owned,0.75," Rp750,000 ",13.78," Rp13,780,000 ",Self-Employment,Motorcycle,Suburban,15.62," Rp15,620,000 ",1.76," Rp1,760,000.00 "
39,3.52," Rp3,520,000 ",Diploma,1,Owned,1.56," Rp1,560,000 ",2.93," Rp2,930,000 ",Self-Employment,Car,Urban,3.44," Rp3,440,000 ",6.26," Rp6,260,000.00 "
39,2.58," Rp2,580,000 ",JHS,3,Leased,2.84," Rp2,840,000 ",14.74," Rp14,740,000 ",Student,Motorcycle,Suburban,9.35," Rp9,350,000 ",17.8," Rp17,800,000.00 "
51,2.72," Rp2,720,000 ",Bachelor,4,Contract,3.02," Rp3,020,000 ",8.33," Rp8,330,000 ",Retired,Motorcycle and Car,Urban,3.49," Rp3,490,000 ",0.62," Rp620,000.00 "
46,1.66," Rp1,660,000 ",JHS,1,Owned,1.7," Rp1,700,000 ",17.63," Rp17,630,000 ",Unemployment,Motorcycle and Car,Rural,0.00, Rp-   ,8.07," Rp8,070,000.00 "
55,9.19," Rp9,190,000 ",SHS,3,Owned,4.2," Rp4,200,000 ",15.47," Rp15,470,000 ",Employment,Motorcycle,Rural,1.24," Rp1,240,000 ",3.15," Rp3,151,249.37 "
63,1.05," Rp1,050,000 ",SHS,2,Owned,1.11," Rp1,110,000 ",91.14," Rp91,140,000 ",Unemployment,Motorcycle,Rural,1.9," Rp1,900,000 ",3.9," Rp3,900,000.00 "
50,2.87," Rp2,870,000 ",SHS,0,Contract,6.15," Rp6,148,633 ",39.83," Rp39,830,000 ",Employment,Motorcycle,Urban,10.81," Rp10,810,000 ",3.09," Rp3,087,088.32 "
35,1.96," Rp1,960,000 ",Bachelor,2,Leased,1.57," Rp1,570,000 ",0.07," Rp70,000 ",Unemployment,Motorcycle,Rural,1.44," Rp1,440,000 ",8.62," Rp8,620,000.00 "
24,5.45," Rp5,450,000 ",JHS,2,Parents,5.23," Rp5,230,000 ",3.87," Rp3,870,000 ",Self-Employment,Motorcycle,Urban,0.00, Rp-   ,6.15," Rp6,150,000.00 "
18,2.47," Rp2,470,000 ",Master,1,Owned,8.81," Rp8,806,493 ",9.90," Rp9,901,190 ",Retired,Car,Rural,0.01," Rp10,000 ",3.5," Rp3,500,000.00 "
50,2.5," Rp2,500,000 ",SHS,1,Owned,2.1," Rp2,100,000 ",15.51," Rp15,510,000 ",Retired,Motorcycle,Urban,0.00, Rp-   ,0.15," Rp150,000.00 "
18,4.35," Rp4,350,000 ",SHS,3,Owned,6.22," Rp6,215,450 ",28.5," Rp28,500,000 ",Self-Employment,Car,Rural,2.99," Rp2,990,000 ",2.57," Rp2,570,000.00 "
41,6.29," Rp6,290,000 ",Diploma,1,Owned,4.71," Rp4,710,000 ",14.0," Rp14,000,000 ",Retired,Car,Urban,8.42," Rp8,420,000 ",11.44," Rp11,440,000.00 "
21,1.65," Rp1,650,000 ",Bachelor,2,Owned,1.07," Rp1,070,000 ",30.81," Rp30,810,000 ",Self-Employment,Car,Suburban,4.26," Rp4,260,000 ",4.31," Rp4,310,000.00 "
